student_id,subject_title,instructor_name,evaluation_date,score_value,final_score,status_pass_fail
176,Sport,Amr Helmy,2024-02-25,5,38,Passed
176,Religion,Eman Hassan,2024-02-26,5,38,Passed
176,English,Mona Fathy,2024-03-01,3,38,Passed
176,Arabic,Ahmed Zaki,2024-03-02,4,38,Passed
176,Sport,Amr Helmy,2024-03-03,4,38,Passed
176,Religion,Eman Hassan,2024-03-04,5,38,Passed
176,English,Mona Fathy,2024-03-08,4,38,Passed
176,Arabic,Ahmed Zaki,2024-03-09,5,38,Passed
176,Sport,Amr Helmy,2024-03-10,5,38,Passed
176,Religion,Eman Hassan,2024-03-11,4,38,Passed
176,English,Mona Fathy,2024-03-15,4,38,Passed
176,Arabic,Ahmed Zaki,2024-03-16,5,38,Passed
176,Sport,Amr Helmy,2024-03-17,5,38,Passed
176,Religion,Eman Hassan,2024-03-18,4,38,Passed
176,English,Mona Fathy,2024-03-22,3,38,Passed
176,Arabic,Ahmed Zaki,2024-03-23,4,38,Passed
176,Sport,Amr Helmy,2024-03-24,5,38,Passed
176,Religion,Eman Hassan,2024-03-25,4,38,Passed
176,English,Mona Fathy,2024-03-29,3,38,Passed
176,Arabic,Ahmed Zaki,2024-03-30,5,38,Passed
176,Sport,Amr Helmy,2024-03-31,5,38,Passed
176,Religion,Eman Hassan,2024-04-01,4,38,Passed
177,English,Mona Fathy,2023-10-01,4,47,Passed
177,Arabic,Ahmed Zaki,2023-10-02,3,47,Passed
177,Sport,Amr Helmy,2023-10-03,4,47,Passed
177,Religion,Eman Hassan,2023-10-04,5,47,Passed
177,English,Mona Fathy,2023-10-08,5,47,Passed
177,Arabic,Ahmed Zaki,2023-10-09,3,47,Passed
177,Sport,Amr Helmy,2023-10-10,5,47,Passed
177,Religion,Eman Hassan,2023-10-11,3,47,Passed
177,English,Mona Fathy,2023-10-15,4,47,Passed
177,Arabic,Ahmed Zaki,2023-10-16,4,47,Passed
177,Sport,Amr Helmy,2023-10-17,5,47,Passed
177,Religion,Eman Hassan,2023-10-18,4,47,Passed
177,English,Mona Fathy,2023-10-22,5,47,Passed
177,Arabic,Ahmed Zaki,2023-10-23,3,47,Passed
177,Sport,Amr Helmy,2023-10-24,4,47,Passed
177,Religion,Eman Hassan,2023-10-25,3,47,Passed
177,English,Mona Fathy,2023-10-29,5,47,Passed
177,Arabic,Ahmed Zaki,2023-10-30,3,47,Passed
177,Sport,Amr Helmy,2023-10-31,4,47,Passed
177,Religion,Eman Hassan,2023-11-01,3,47,Passed
177,English,Mona Fathy,2023-11-05,5,47,Passed
177,Arabic,Ahmed Zaki,2023-11-06,3,47,Passed
177,Sport,Amr Helmy,2023-11-07,4,47,Passed
177,Religion,Eman Hassan,2023-11-08,4,47,Passed
177,English,Mona Fathy,2023-11-12,5,47,Passed
177,Arabic,Ahmed Zaki,2023-11-13,4,47,Passed
177,Sport,Amr Helmy,2023-11-14,3,47,Passed
177,Religion,Eman Hassan,2023-11-15,4,47,Passed
177,English,Mona Fathy,2023-11-19,5,47,Passed
177,Arabic,Ahmed Zaki,2023-11-20,3,47,Passed
177,Sport,Amr Helmy,2023-11-21,5,47,Passed
177,Religion,Eman Hassan,2023-11-22,4,47,Passed
177,English,Mona Fathy,2023-11-26,5,47,Passed
177,Arabic,Ahmed Zaki,2023-11-27,3,47,Passed
177,Sport,Amr Helmy,2023-11-28,4,47,Passed
177,Religion,Eman Hassan,2023-11-29,3,47,Passed
177,English,Mona Fathy,2023-12-03,5,47,Passed
177,Arabic,Ahmed Zaki,2023-12-04,3,47,Passed
177,Sport,Amr Helmy,2023-12-05,4,47,Passed
177,Religion,Eman Hassan,2023-12-06,4,47,Passed
177,English,Mona Fathy,2023-12-10,5,47,Passed
177,Arabic,Ahmed Zaki,2023-12-11,3,47,Passed
177,Sport,Amr Helmy,2023-12-12,4,47,Passed
177,Religion,Eman Hassan,2023-12-13,5,47,Passed
177,English,Mona Fathy,2023-12-17,5,47,Passed
177,Arabic,Ahmed Zaki,2023-12-18,4,47,Passed
177,Sport,Amr Helmy,2023-12-19,3,47,Passed
177,Religion,Eman Hassan,2023-12-20,4,47,Passed
177,English,Mona Fathy,2024-02-09,5,47,Passed
177,Arabic,Ahmed Zaki,2024-02-10,3,47,Passed
177,Sport,Amr Helmy,2024-02-11,5,47,Passed
177,Religion,Eman Hassan,2024-02-12,4,47,Passed
177,English,Mona Fathy,2024-02-16,5,47,Passed
177,Arabic,Ahmed Zaki,2024-02-17,3,47,Passed
177,Sport,Amr Helmy,2024-02-18,5,47,Passed
177,Religion,Eman Hassan,2024-02-19,5,47,Passed
177,English,Mona Fathy,2024-02-23,5,47,Passed
177,Arabic,Ahmed Zaki,2024-02-24,4,47,Passed
177,Sport,Amr Helmy,2024-02-25,4,47,Passed
177,Religion,Eman Hassan,2024-02-26,4,47,Passed
177,English,Mona Fathy,2024-03-01,5,47,Passed
177,Arabic,Ahmed Zaki,2024-03-02,3,47,Passed
177,Sport,Amr Helmy,2024-03-03,4,47,Passed
177,Religion,Eman Hassan,2024-03-04,4,47,Passed
177,English,Mona Fathy,2024-03-08,5,47,Passed
177,Arabic,Ahmed Zaki,2024-03-09,4,47,Passed
177,Sport,Amr Helmy,2024-03-10,4,47,Passed
177,Religion,Eman Hassan,2024-03-11,4,47,Passed
177,English,Mona Fathy,2024-03-15,4,47,Passed
177,Arabic,Ahmed Zaki,2024-03-16,3,47,Passed
177,Sport,Amr Helmy,2024-03-17,5,47,Passed
177,Religion,Eman Hassan,2024-03-18,5,47,Passed
177,English,Mona Fathy,2024-03-22,5,47,Passed
177,Arabic,Ahmed Zaki,2024-03-23,4,47,Passed
177,Sport,Amr Helmy,2024-03-24,5,47,Passed
177,Religion,Eman Hassan,2024-03-25,3,47,Passed
177,English,Mona Fathy,2024-03-29,4,47,Passed
177,Arabic,Ahmed Zaki,2024-03-30,3,47,Passed
177,Sport,Amr Helmy,2024-03-31,5,47,Passed
177,Religion,Eman Hassan,2024-04-01,5,47,Passed
178,English,Mona Fathy,2023-10-01,5,49,Passed
178,Arabic,Ahmed Zaki,2023-10-02,4,49,Passed
178,Sport,Amr Helmy,2023-10-03,4,49,Passed
178,Religion,Eman Hassan,2023-10-04,5,49,Passed
178,English,Mona Fathy,2023-10-08,4,49,Passed
178,Arabic,Ahmed Zaki,2023-10-09,3,49,Passed
178,Sport,Amr Helmy,2023-10-10,5,49,Passed
178,Religion,Eman Hassan,2023-10-11,4,49,Passed
178,English,Mona Fathy,2023-10-15,4,49,Passed
178,Arabic,Ahmed Zaki,2023-10-16,5,49,Passed
178,Sport,Amr Helmy,2023-10-17,4,49,Passed
178,Religion,Eman Hassan,2023-10-18,4,49,Passed
178,English,Mona Fathy,2023-10-22,3,49,Passed
178,Arabic,Ahmed Zaki,2023-10-23,4,49,Passed
178,Sport,Amr Helmy,2023-10-24,4,49,Passed
178,Religion,Eman Hassan,2023-10-25,4,49,Passed
178,English,Mona Fathy,2023-10-29,4,49,Passed
178,Arabic,Ahmed Zaki,2023-10-30,4,49,Passed
178,Sport,Amr Helmy,2023-10-31,4,49,Passed
178,Religion,Eman Hassan,2023-11-01,3,49,Passed
178,English,Mona Fathy,2023-11-05,3,49,Passed
178,Arabic,Ahmed Zaki,2023-11-06,3,49,Passed
178,Sport,Amr Helmy,2023-11-07,3,49,Passed
178,Religion,Eman Hassan,2023-11-08,3,49,Passed
178,English,Mona Fathy,2023-11-12,5,49,Passed
178,Arabic,Ahmed Zaki,2023-11-13,4,49,Passed
178,Sport,Amr Helmy,2023-11-14,4,49,Passed
178,Religion,Eman Hassan,2023-11-15,4,49,Passed
178,English,Mona Fathy,2023-11-19,4,49,Passed
178,Arabic,Ahmed Zaki,2023-11-20,4,49,Passed
178,Sport,Amr Helmy,2023-11-21,4,49,Passed
178,Religion,Eman Hassan,2023-11-22,4,49,Passed
178,English,Mona Fathy,2023-11-26,4,49,Passed
178,Arabic,Ahmed Zaki,2023-11-27,3,49,Passed
178,Sport,Amr Helmy,2023-11-28,5,49,Passed
178,Religion,Eman Hassan,2023-11-29,3,49,Passed
178,English,Mona Fathy,2023-12-03,4,49,Passed
178,Arabic,Ahmed Zaki,2023-12-04,5,49,Passed
178,Sport,Amr Helmy,2023-12-05,4,49,Passed
178,Religion,Eman Hassan,2023-12-06,4,49,Passed
178,English,Mona Fathy,2023-12-10,4,49,Passed
178,Arabic,Ahmed Zaki,2023-12-11,4,49,Passed
178,Sport,Amr Helmy,2023-12-12,4,49,Passed
178,Religion,Eman Hassan,2023-12-13,3,49,Passed
178,English,Mona Fathy,2023-12-17,4,49,Passed
178,Arabic,Ahmed Zaki,2023-12-18,4,49,Passed
178,Sport,Amr Helmy,2023-12-19,4,49,Passed
178,Religion,Eman Hassan,2023-12-20,3,49,Passed
178,English,Mona Fathy,2024-02-09,4,49,Passed
178,Arabic,Ahmed Zaki,2024-02-10,4,49,Passed
178,Sport,Amr Helmy,2024-02-11,3,49,Passed
178,Religion,Eman Hassan,2024-02-12,4,49,Passed
178,English,Mona Fathy,2024-02-16,4,49,Passed
178,Arabic,Ahmed Zaki,2024-02-17,4,49,Passed
178,Sport,Amr Helmy,2024-02-18,4,49,Passed
178,Religion,Eman Hassan,2024-02-19,5,49,Passed
178,English,Mona Fathy,2024-02-23,4,49,Passed
178,Arabic,Ahmed Zaki,2024-02-24,4,49,Passed
178,Sport,Amr Helmy,2024-02-25,3,49,Passed
178,Religion,Eman Hassan,2024-02-26,4,49,Passed
178,English,Mona Fathy,2024-03-01,3,49,Passed
178,Arabic,Ahmed Zaki,2024-03-02,4,49,Passed
178,Sport,Amr Helmy,2024-03-03,4,49,Passed
178,Religion,Eman Hassan,2024-03-04,4,49,Passed
178,English,Mona Fathy,2024-03-08,4,49,Passed
178,Arabic,Ahmed Zaki,2024-03-09,4,49,Passed
178,Sport,Amr Helmy,2024-03-10,4,49,Passed
178,Religion,Eman Hassan,2024-03-11,3,49,Passed
178,English,Mona Fathy,2024-03-15,4,49,Passed
178,Arabic,Ahmed Zaki,2024-03-16,3,49,Passed
178,Sport,Amr Helmy,2024-03-17,5,49,Passed
178,Religion,Eman Hassan,2024-03-18,4,49,Passed
178,English,Mona Fathy,2024-03-22,4,49,Passed
178,Arabic,Ahmed Zaki,2024-03-23,4,49,Passed
178,Sport,Amr Helmy,2024-03-24,4,49,Passed
178,Religion,Eman Hassan,2024-03-25,5,49,Passed
178,English,Mona Fathy,2024-03-29,4,49,Passed
178,Arabic,Ahmed Zaki,2024-03-30,3,49,Passed
178,Sport,Amr Helmy,2024-03-31,3,49,Passed
178,Religion,Eman Hassan,2024-04-01,5,49,Passed
179,English,Mona Fathy,2023-10-01,5,44,Passed
179,Arabic,Ahmed Zaki,2023-10-02,3,44,Passed
179,Sport,Amr Helmy,2023-10-03,3,44,Passed
179,Religion,Eman Hassan,2023-10-04,4,44,Passed
179,English,Mona Fathy,2023-10-08,5,44,Passed
179,Arabic,Ahmed Zaki,2023-10-09,3,44,Passed
179,Sport,Amr Helmy,2023-10-10,4,44,Passed
179,Religion,Eman Hassan,2023-10-11,3,44,Passed
179,English,Mona Fathy,2023-10-15,5,44,Passed
179,Arabic,Ahmed Zaki,2023-10-16,3,44,Passed
179,Sport,Amr Helmy,2023-10-17,3,44,Passed
179,Religion,Eman Hassan,2023-10-18,5,44,Passed
179,English,Mona Fathy,2023-10-22,5,44,Passed
179,Arabic,Ahmed Zaki,2023-10-23,3,44,Passed
179,Sport,Amr Helmy,2023-10-24,4,44,Passed
179,Religion,Eman Hassan,2023-10-25,4,44,Passed
179,English,Mona Fathy,2023-10-29,4,44,Passed
179,Arabic,Ahmed Zaki,2023-10-30,3,44,Passed
179,Sport,Amr Helmy,2023-10-31,3,44,Passed
179,Religion,Eman Hassan,2023-11-01,5,44,Passed
179,English,Mona Fathy,2023-11-05,5,44,Passed
179,Arabic,Ahmed Zaki,2023-11-06,4,44,Passed
179,Sport,Amr Helmy,2023-11-07,4,44,Passed
179,Religion,Eman Hassan,2023-11-08,4,44,Passed
179,English,Mona Fathy,2023-11-12,5,44,Passed
179,Arabic,Ahmed Zaki,2023-11-13,3,44,Passed
179,Sport,Amr Helmy,2023-11-14,4,44,Passed
179,Religion,Eman Hassan,2023-11-15,4,44,Passed
179,English,Mona Fathy,2023-11-19,5,44,Passed
179,Arabic,Ahmed Zaki,2023-11-20,3,44,Passed
179,Sport,Amr Helmy,2023-11-21,4,44,Passed
179,Religion,Eman Hassan,2023-11-22,5,44,Passed
179,English,Mona Fathy,2023-11-26,5,44,Passed
179,Arabic,Ahmed Zaki,2023-11-27,3,44,Passed
179,Sport,Amr Helmy,2023-11-28,4,44,Passed
179,Religion,Eman Hassan,2023-11-29,4,44,Passed
179,English,Mona Fathy,2023-12-03,4,44,Passed
179,Arabic,Ahmed Zaki,2023-12-04,4,44,Passed
179,Sport,Amr Helmy,2023-12-05,5,44,Passed
179,Religion,Eman Hassan,2023-12-06,4,44,Passed
179,English,Mona Fathy,2023-12-10,5,44,Passed
179,Arabic,Ahmed Zaki,2023-12-11,3,44,Passed
179,Sport,Amr Helmy,2023-12-12,5,44,Passed
179,Religion,Eman Hassan,2023-12-13,4,44,Passed
179,English,Mona Fathy,2023-12-17,5,44,Passed
179,Arabic,Ahmed Zaki,2023-12-18,3,44,Passed
179,Sport,Amr Helmy,2023-12-19,4,44,Passed
179,Religion,Eman Hassan,2023-12-20,4,44,Passed
179,English,Mona Fathy,2024-02-09,5,44,Passed
179,Arabic,Ahmed Zaki,2024-02-10,4,44,Passed
179,Sport,Amr Helmy,2024-02-11,4,44,Passed
179,Religion,Eman Hassan,2024-02-12,4,44,Passed
179,English,Mona Fathy,2024-02-16,4,44,Passed
179,Arabic,Ahmed Zaki,2024-02-17,3,44,Passed
179,Sport,Amr Helmy,2024-02-18,4,44,Passed
179,Religion,Eman Hassan,2024-02-19,4,44,Passed
179,English,Mona Fathy,2024-02-23,5,44,Passed
179,Arabic,Ahmed Zaki,2024-02-24,3,44,Passed
179,Sport,Amr Helmy,2024-02-25,4,44,Passed
179,Religion,Eman Hassan,2024-02-26,4,44,Passed
179,English,Mona Fathy,2024-03-01,5,44,Passed
179,Arabic,Ahmed Zaki,2024-03-02,3,44,Passed
179,Sport,Amr Helmy,2024-03-03,4,44,Passed
179,Religion,Eman Hassan,2024-03-04,4,44,Passed
179,English,Mona Fathy,2024-03-08,5,44,Passed
179,Arabic,Ahmed Zaki,2024-03-09,4,44,Passed
179,Sport,Amr Helmy,2024-03-10,4,44,Passed
179,Religion,Eman Hassan,2024-03-11,4,44,Passed
179,English,Mona Fathy,2024-03-15,5,44,Passed
179,Arabic,Ahmed Zaki,2024-03-16,3,44,Passed
179,Sport,Amr Helmy,2024-03-17,5,44,Passed
179,Religion,Eman Hassan,2024-03-18,5,44,Passed
179,English,Mona Fathy,2024-03-22,5,44,Passed
179,Arabic,Ahmed Zaki,2024-03-23,4,44,Passed
179,Sport,Amr Helmy,2024-03-24,4,44,Passed
179,Religion,Eman Hassan,2024-03-25,3,44,Passed
179,English,Mona Fathy,2024-03-29,5,44,Passed
179,Arabic,Ahmed Zaki,2024-03-30,3,44,Passed
179,Sport,Amr Helmy,2024-03-31,4,44,Passed
179,Religion,Eman Hassan,2024-04-01,4,44,Passed
180,English,Mona Fathy,2023-10-01,5,38,Passed
180,Arabic,Ahmed Zaki,2023-10-02,3,38,Passed
180,Sport,Amr Helmy,2023-10-03,3,38,Passed
180,Religion,Eman Hassan,2023-10-04,4,38,Passed
180,English,Mona Fathy,2023-10-08,4,38,Passed
180,Arabic,Ahmed Zaki,2023-10-09,4,38,Passed
180,Sport,Amr Helmy,2023-10-10,4,38,Passed
180,Religion,Eman Hassan,2023-10-11,4,38,Passed
180,English,Mona Fathy,2023-10-15,4,38,Passed
180,Arabic,Ahmed Zaki,2023-10-16,4,38,Passed
180,Sport,Amr Helmy,2023-10-17,5,38,Passed
180,Religion,Eman Hassan,2023-10-18,3,38,Passed
180,English,Mona Fathy,2023-10-22,4,38,Passed
180,Arabic,Ahmed Zaki,2023-10-23,4,38,Passed
180,Sport,Amr Helmy,2023-10-24,5,38,Passed
180,Religion,Eman Hassan,2023-10-25,3,38,Passed
180,English,Mona Fathy,2023-10-29,3,38,Passed
180,Arabic,Ahmed Zaki,2023-10-30,4,38,Passed
180,Sport,Amr Helmy,2023-10-31,5,38,Passed
180,Religion,Eman Hassan,2023-11-01,4,38,Passed
180,English,Mona Fathy,2023-11-05,3,38,Passed
180,Arabic,Ahmed Zaki,2023-11-06,4,38,Passed
180,Sport,Amr Helmy,2023-11-07,4,38,Passed
180,Religion,Eman Hassan,2023-11-08,3,38,Passed
180,English,Mona Fathy,2023-11-12,4,38,Passed
180,Arabic,Ahmed Zaki,2023-11-13,4,38,Passed
180,Sport,Amr Helmy,2023-11-14,3,38,Passed
180,Religion,Eman Hassan,2023-11-15,3,38,Passed
180,English,Mona Fathy,2023-11-19,4,38,Passed
180,Arabic,Ahmed Zaki,2023-11-20,4,38,Passed
180,Sport,Amr Helmy,2023-11-21,5,38,Passed
180,Religion,Eman Hassan,2023-11-22,4,38,Passed
180,English,Mona Fathy,2023-11-26,5,38,Passed
180,Arabic,Ahmed Zaki,2023-11-27,5,38,Passed
180,Sport,Amr Helmy,2023-11-28,3,38,Passed
180,Religion,Eman Hassan,2023-11-29,3,38,Passed
180,English,Mona Fathy,2023-12-03,3,38,Passed
180,Arabic,Ahmed Zaki,2023-12-04,5,38,Passed
180,Sport,Amr Helmy,2023-12-05,3,38,Passed
180,Religion,Eman Hassan,2023-12-06,4,38,Passed
180,English,Mona Fathy,2023-12-10,3,38,Passed
180,Arabic,Ahmed Zaki,2023-12-11,4,38,Passed
180,Sport,Amr Helmy,2023-12-12,5,38,Passed
180,Religion,Eman Hassan,2023-12-13,3,38,Passed
180,English,Mona Fathy,2023-12-17,5,38,Passed
180,Arabic,Ahmed Zaki,2023-12-18,5,38,Passed
180,Sport,Amr Helmy,2023-12-19,4,38,Passed
180,Religion,Eman Hassan,2023-12-20,3,38,Passed
180,English,Mona Fathy,2024-02-09,4,38,Passed
180,Arabic,Ahmed Zaki,2024-02-10,3,38,Passed
180,Sport,Amr Helmy,2024-02-11,5,38,Passed
180,Religion,Eman Hassan,2024-02-12,3,38,Passed
180,English,Mona Fathy,2024-02-16,4,38,Passed
180,Arabic,Ahmed Zaki,2024-02-17,4,38,Passed
180,Sport,Amr Helmy,2024-02-18,4,38,Passed
180,Religion,Eman Hassan,2024-02-19,3,38,Passed
180,English,Mona Fathy,2024-02-23,4,38,Passed
180,Arabic,Ahmed Zaki,2024-02-24,3,38,Passed
180,Sport,Amr Helmy,2024-02-25,3,38,Passed
180,Religion,Eman Hassan,2024-02-26,3,38,Passed
180,English,Mona Fathy,2024-03-01,5,38,Passed
180,Arabic,Ahmed Zaki,2024-03-02,4,38,Passed
180,Sport,Amr Helmy,2024-03-03,4,38,Passed
180,Religion,Eman Hassan,2024-03-04,3,38,Passed
180,English,Mona Fathy,2024-03-08,4,38,Passed
180,Arabic,Ahmed Zaki,2024-03-09,4,38,Passed
180,Sport,Amr Helmy,2024-03-10,4,38,Passed
180,Religion,Eman Hassan,2024-03-11,3,38,Passed
180,English,Mona Fathy,2024-03-15,4,38,Passed
180,Arabic,Ahmed Zaki,2024-03-16,4,38,Passed
180,Sport,Amr Helmy,2024-03-17,3,38,Passed
180,Religion,Eman Hassan,2024-03-18,3,38,Passed
180,English,Mona Fathy,2024-03-22,3,38,Passed
180,Arabic,Ahmed Zaki,2024-03-23,5,38,Passed
180,Sport,Amr Helmy,2024-03-24,4,38,Passed
180,Religion,Eman Hassan,2024-03-25,3,38,Passed
180,English,Mona Fathy,2024-03-29,5,38,Passed
180,Arabic,Ahmed Zaki,2024-03-30,3,38,Passed
180,Sport,Amr Helmy,2024-03-31,4,38,Passed
180,Religion,Eman Hassan,2024-04-01,4,38,Passed
181,English,Mona Fathy,2023-10-01,4,38,Passed
181,Arabic,Ahmed Zaki,2023-10-02,4,38,Passed
181,Sport,Amr Helmy,2023-10-03,5,38,Passed
181,Religion,Eman Hassan,2023-10-04,5,38,Passed
181,English,Mona Fathy,2023-10-08,5,38,Passed
181,Arabic,Ahmed Zaki,2023-10-09,4,38,Passed
181,Sport,Amr Helmy,2023-10-10,4,38,Passed
181,Religion,Eman Hassan,2023-10-11,5,38,Passed
181,English,Mona Fathy,2023-10-15,4,38,Passed
181,Arabic,Ahmed Zaki,2023-10-16,3,38,Passed
181,Sport,Amr Helmy,2023-10-17,3,38,Passed
181,Religion,Eman Hassan,2023-10-18,4,38,Passed
181,English,Mona Fathy,2023-10-22,4,38,Passed
181,Arabic,Ahmed Zaki,2023-10-23,3,38,Passed
181,Sport,Amr Helmy,2023-10-24,5,38,Passed
181,Religion,Eman Hassan,2023-10-25,4,38,Passed
181,English,Mona Fathy,2023-10-29,4,38,Passed
181,Arabic,Ahmed Zaki,2023-10-30,4,38,Passed
181,Sport,Amr Helmy,2023-10-31,4,38,Passed
181,Religion,Eman Hassan,2023-11-01,5,38,Passed
181,English,Mona Fathy,2023-11-05,3,38,Passed
181,Arabic,Ahmed Zaki,2023-11-06,3,38,Passed
181,Sport,Amr Helmy,2023-11-07,4,38,Passed
181,Religion,Eman Hassan,2023-11-08,5,38,Passed
181,English,Mona Fathy,2023-11-12,5,38,Passed
181,Arabic,Ahmed Zaki,2023-11-13,3,38,Passed
181,Sport,Amr Helmy,2023-11-14,4,38,Passed
181,Religion,Eman Hassan,2023-11-15,5,38,Passed
181,English,Mona Fathy,2023-11-19,4,38,Passed
181,Arabic,Ahmed Zaki,2023-11-20,4,38,Passed
181,Sport,Amr Helmy,2023-11-21,5,38,Passed
181,Religion,Eman Hassan,2023-11-22,4,38,Passed
181,English,Mona Fathy,2023-11-26,4,38,Passed
181,Arabic,Ahmed Zaki,2023-11-27,3,38,Passed
181,Sport,Amr Helmy,2023-11-28,4,38,Passed
181,Religion,Eman Hassan,2023-11-29,4,38,Passed
181,English,Mona Fathy,2023-12-03,3,38,Passed
181,Arabic,Ahmed Zaki,2023-12-04,3,38,Passed
181,Sport,Amr Helmy,2023-12-05,5,38,Passed
181,Religion,Eman Hassan,2023-12-06,5,38,Passed
181,English,Mona Fathy,2023-12-10,4,38,Passed
181,Arabic,Ahmed Zaki,2023-12-11,4,38,Passed
181,Sport,Amr Helmy,2023-12-12,4,38,Passed
181,Religion,Eman Hassan,2023-12-13,5,38,Passed
181,English,Mona Fathy,2023-12-17,5,38,Passed
181,Arabic,Ahmed Zaki,2023-12-18,3,38,Passed
181,Sport,Amr Helmy,2023-12-19,4,38,Passed
181,Religion,Eman Hassan,2023-12-20,5,38,Passed
181,English,Mona Fathy,2024-02-09,4,38,Passed
181,Arabic,Ahmed Zaki,2024-02-10,3,38,Passed
181,Sport,Amr Helmy,2024-02-11,4,38,Passed
181,Religion,Eman Hassan,2024-02-12,4,38,Passed
181,English,Mona Fathy,2024-02-16,5,38,Passed
181,Arabic,Ahmed Zaki,2024-02-17,3,38,Passed
181,Sport,Amr Helmy,2024-02-18,4,38,Passed
181,Religion,Eman Hassan,2024-02-19,4,38,Passed
181,English,Mona Fathy,2024-02-23,4,38,Passed
181,Arabic,Ahmed Zaki,2024-02-24,3,38,Passed
181,Sport,Amr Helmy,2024-02-25,5,38,Passed
181,Religion,Eman Hassan,2024-02-26,5,38,Passed
181,English,Mona Fathy,2024-03-01,4,38,Passed
181,Arabic,Ahmed Zaki,2024-03-02,4,38,Passed
181,Sport,Amr Helmy,2024-03-03,4,38,Passed
181,Religion,Eman Hassan,2024-03-04,5,38,Passed
181,English,Mona Fathy,2024-03-08,3,38,Passed
181,Arabic,Ahmed Zaki,2024-03-09,3,38,Passed
181,Sport,Amr Helmy,2024-03-10,5,38,Passed
181,Religion,Eman Hassan,2024-03-11,5,38,Passed
181,English,Mona Fathy,2024-03-15,3,38,Passed
181,Arabic,Ahmed Zaki,2024-03-16,3,38,Passed
181,Sport,Amr Helmy,2024-03-17,3,38,Passed
181,Religion,Eman Hassan,2024-03-18,4,38,Passed
181,English,Mona Fathy,2024-03-22,5,38,Passed
181,Arabic,Ahmed Zaki,2024-03-23,4,38,Passed
181,Sport,Amr Helmy,2024-03-24,4,38,Passed
181,Religion,Eman Hassan,2024-03-25,5,38,Passed
181,English,Mona Fathy,2024-03-29,4,38,Passed
181,Arabic,Ahmed Zaki,2024-03-30,4,38,Passed
181,Sport,Amr Helmy,2024-03-31,4,38,Passed
181,Religion,Eman Hassan,2024-04-01,5,38,Passed
182,English,Mona Fathy,2023-10-01,5,40,Passed
182,Arabic,Ahmed Zaki,2023-10-02,4,40,Passed
182,Sport,Amr Helmy,2023-10-03,5,40,Passed
182,Religion,Eman Hassan,2023-10-04,3,40,Passed
182,English,Mona Fathy,2023-10-08,4,40,Passed
182,Arabic,Ahmed Zaki,2023-10-09,3,40,Passed
182,Sport,Amr Helmy,2023-10-10,5,40,Passed
182,Religion,Eman Hassan,2023-10-11,3,40,Passed
182,English,Mona Fathy,2023-10-15,5,40,Passed
182,Arabic,Ahmed Zaki,2023-10-16,3,40,Passed
182,Sport,Amr Helmy,2023-10-17,4,40,Passed
182,Religion,Eman Hassan,2023-10-18,3,40,Passed
182,English,Mona Fathy,2023-10-22,5,40,Passed
182,Arabic,Ahmed Zaki,2023-10-23,3,40,Passed
182,Sport,Amr Helmy,2023-10-24,5,40,Passed
182,Religion,Eman Hassan,2023-10-25,3,40,Passed
182,English,Mona Fathy,2023-10-29,5,40,Passed
182,Arabic,Ahmed Zaki,2023-10-30,3,40,Passed
182,Sport,Amr Helmy,2023-10-31,3,40,Passed
182,Religion,Eman Hassan,2023-11-01,3,40,Passed
182,English,Mona Fathy,2023-11-05,4,40,Passed
182,Arabic,Ahmed Zaki,2023-11-06,3,40,Passed
182,Sport,Amr Helmy,2023-11-07,4,40,Passed
182,Religion,Eman Hassan,2023-11-08,3,40,Passed
182,English,Mona Fathy,2023-11-12,5,40,Passed
182,Arabic,Ahmed Zaki,2023-11-13,4,40,Passed
182,Sport,Amr Helmy,2023-11-14,3,40,Passed
182,Religion,Eman Hassan,2023-11-15,3,40,Passed
182,English,Mona Fathy,2023-11-19,5,40,Passed
182,Arabic,Ahmed Zaki,2023-11-20,4,40,Passed
182,Sport,Amr Helmy,2023-11-21,4,40,Passed
182,Religion,Eman Hassan,2023-11-22,3,40,Passed
182,English,Mona Fathy,2023-11-26,5,40,Passed
182,Arabic,Ahmed Zaki,2023-11-27,3,40,Passed
182,Sport,Amr Helmy,2023-11-28,4,40,Passed
182,Religion,Eman Hassan,2023-11-29,4,40,Passed
182,English,Mona Fathy,2023-12-03,5,40,Passed
182,Arabic,Ahmed Zaki,2023-12-04,3,40,Passed
182,Sport,Amr Helmy,2023-12-05,5,40,Passed
182,Religion,Eman Hassan,2023-12-06,3,40,Passed
182,English,Mona Fathy,2023-12-10,4,40,Passed
182,Arabic,Ahmed Zaki,2023-12-11,4,40,Passed
182,Sport,Amr Helmy,2023-12-12,4,40,Passed
182,Religion,Eman Hassan,2023-12-13,3,40,Passed
182,English,Mona Fathy,2023-12-17,4,40,Passed
182,Arabic,Ahmed Zaki,2023-12-18,4,40,Passed
182,Sport,Amr Helmy,2023-12-19,5,40,Passed
182,Religion,Eman Hassan,2023-12-20,4,40,Passed
182,English,Mona Fathy,2024-02-09,5,40,Passed
182,Arabic,Ahmed Zaki,2024-02-10,3,40,Passed
182,Sport,Amr Helmy,2024-02-11,4,40,Passed
182,Religion,Eman Hassan,2024-02-12,3,40,Passed
182,English,Mona Fathy,2024-02-16,5,40,Passed
182,Arabic,Ahmed Zaki,2024-02-17,4,40,Passed
182,Sport,Amr Helmy,2024-02-18,4,40,Passed
